사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2022041300100151,2022년 4월 13일 10시,수요일,경상남도 밀양시 상동면,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,이륜,남,91세,경상
2022041400100282,2022년 4월 14일 14시,목요일,경상남도 밀양시 무안면,경상사고,0,0,3,1,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,72세,경상,승합,남,48세,경상
2022041500100588,2022년 4월 15일 21시,금요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,39세,상해없음,자전거,남,64세,중상
2022041600100230,2022년 4월 16일 12시,토요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,39세,상해없음,자전거,남,17세,경상
2022041600100320,2022년 4월 16일 14시,토요일,경상남도 밀양시 삼랑진읍,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,89세,상해없음,,,,
2022041700100184,2022년 4월 17일 12시,일요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,74세,경상
2022041700100469,2022년 4월 17일 22시,일요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,56세,상해없음,승용,여,44세,경상
2022042000100171,2022년 4월 20일 09시,수요일,경상남도 밀양시 하남읍,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,화물,남,57세,경상
2022042200100393,2022년 4월 22일 17시,금요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,24세,상해없음,승용,여,58세,중상
2022042400100345,2022년 4월 24일 18시,일요일,경상남도 밀양시 하남읍,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,자전거,남,8세,경상,승용,남,61세,상해없음
2022042500100138,2022년 4월 25일 09시,월요일,경상남도 밀양시 내이동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,61세,상해없음,승용,여,65세,경상
2022042500100379,2022년 4월 25일 16시,월요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,화물,남,60세,상해없음
2022042600100123,2022년 4월 26일 08시,화요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,승용,남,49세,경상
2022042700100078,2022년 4월 27일 07시,수요일,경상남도 밀양시 산내면,중상사고,0,1,2,2,차량단독 - 도로외이탈 - 추락,안전운전불이행,건조,맑음,기타 - 기타,승용,여,62세,경상,,,,
2022042700100117,2022년 4월 27일 08시,수요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세,상해없음,승용,여,22세,경상
2022042700100235,2022년 4월 27일 12시,수요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,승용,남,70세,중상
2022042700100346,2022년 4월 27일 15시,수요일,경상남도 밀양시 교동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,47세,상해없음,승용,여,27세,경상
2022042700100478,2022년 4월 27일 18시,수요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,53세,경상,승용,남,46세,상해없음
2022042800100251,2022년 4월 28일 12시,목요일,경상남도 밀양시 상남면,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,40세,경상,승용,여,32세,경상
2022043000100290,2022년 4월 30일 14시,토요일,경상남도 밀양시 상동면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,42세,상해없음,보행자,남,64세,경상
2022050200100212,2022년 5월 2일 11시,월요일,경상남도 밀양시 내이동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,58세,경상,승용,여,22세,상해없음
2022050300100147,2022년 5월 3일 09시,화요일,경상남도 밀양시 삼랑진읍,중상사고,0,2,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,30세,상해없음,보행자,남,65세,중상
2022050300100378,2022년 5월 3일 16시,화요일,경상남도 밀양시 상동면,경상사고,0,0,1,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,여,61세,부상신고
2022050400100335,2022년 5월 4일 13시,수요일,경상남도 밀양시 내이동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,69세,경상,승용,남,42세,경상
2022050400100613,2022년 5월 4일 19시,수요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,기타 - 기타,이륜,남,21세,경상,화물,남,60세,상해없음
2022050700100186,2022년 5월 7일 12시,토요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,화물,남,73세,상해없음,승용,남,46세,경상
2022050700100273,2022년 5월 7일 14시,토요일,경상남도 밀양시 무안면,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,화물,여,61세,상해없음,승용,남,51세,상해없음
2022050700100311,2022년 5월 7일 15시,토요일,경상남도 밀양시 교동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,15세,중상
2022050700100312,2022년 5월 7일 15시,토요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,화물,남,30세,상해없음,화물,남,47세,경상
2022051000100227,2022년 5월 10일 11시,화요일,경상남도 밀양시 하남읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,55세,기타불명,자전거,여,63세,중상
2022051000100263,2022년 5월 10일 12시,화요일,경상남도 밀양시 부북면,사망사고,1,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,화물,남,46세,중상
2022051000100264,2022년 5월 10일 12시,화요일,경상남도 밀양시 단장면,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,82세,상해없음,원동기,남,47세,경상
2022051000100420,2022년 5월 10일 16시,화요일,경상남도 밀양시 상남면,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,이륜,여,59세,중상
2022051100100486,2022년 5월 11일 19시,수요일,경상남도 밀양시 부북면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,62세,상해없음
2022051200100116,2022년 5월 12일 08시,목요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,73세,상해없음,승용,여,34세,경상
2022051200100563,2022년 5월 12일 21시,목요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,원동기,남,22세,중상
2022051400100165,2022년 5월 14일 10시,토요일,경상남도 밀양시 내이동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,여,61세,상해없음,승용,여,57세,중상
2022051400100166,2022년 5월 14일 10시,토요일,경상남도 밀양시 삼랑진읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,37세,중상,승용,남,43세,상해없음
2022051400100205,2022년 5월 14일 11시,토요일,경상남도 밀양시 상동면,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,보행자,여,62세,중상
2022051400100206,2022년 5월 14일 11시,토요일,경상남도 밀양시 부북면,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,승용,여,49세,중상
2022051400100419,2022년 5월 14일 16시,토요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,62세,경상,승용,남,59세,상해없음
2022051500100296,2022년 5월 15일 15시,일요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,보행자,여,93세,경상
2022051600100288,2022년 5월 16일 13시,월요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,64세,상해없음,이륜,남,34세,중상
2022051700100111,2022년 5월 17일 08시,화요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,39세,상해없음,보행자,여,66세,중상
2022051800100057,2022년 5월 18일 06시,수요일,경상남도 밀양시 삼랑진읍,중상사고,0,3,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,기타 - 기타,자전거,남,55세,경상,자전거,남,39세,중상
2022052000100025,2022년 5월 20일 01시,금요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,20세,상해없음,이륜,남,19세,경상
2022052000100056,2022년 5월 20일 06시,금요일,경상남도 밀양시 교동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,61세,상해없음,승용,남,40세,중상
2022052000100355,2022년 5월 20일 15시,금요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,적설,맑음,단일로 - 기타,화물,남,60세,상해없음,화물,남,65세,경상
2022052000100628,2022년 5월 20일 21시,금요일,경상남도 밀양시 삼문동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,승합,남,67세,경상
2022052100100159,2022년 5월 21일 10시,토요일,경상남도 밀양시 삼랑진읍,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,65세,상해없음,자전거,남,35세,중상
2022052100100483,2022년 5월 21일 18시,토요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,이륜,남,41세,경상
2022052200100204,2022년 5월 22일 13시,일요일,경상남도 밀양시 하남읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,화물,남,68세,상해없음
2022052200100409,2022년 5월 22일 19시,일요일,경상남도 밀양시 교동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,여,30세,상해없음,이륜,남,55세,경상
2022052300100289,2022년 5월 23일 13시,월요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,남,48세,경상
2022052300100360,2022년 5월 23일 15시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,승용,남,47세,경상
2022052400100587,2022년 5월 24일 22시,화요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,61세,상해없음,승용,남,29세,경상
2022052600100464,2022년 5월 26일 17시,목요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,77세,중상,승용,여,41세,상해없음
2022052700100312,2022년 5월 27일 14시,금요일,경상남도 밀양시 교동,중상사고,0,1,2,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,65세,상해없음,화물,남,64세,경상
2022052700100406,2022년 5월 27일 16시,금요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,화물,남,28세,경상
2022052700100544,2022년 5월 27일 18시,금요일,경상남도 밀양시 내이동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,여,68세,경상,승용,여,43세,경상
2022052700100625,2022년 5월 27일 20시,금요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,흐림,교차로 - 교차로안,승용,남,22세,상해없음,원동기,남,36세,경상
2022052800100043,2022년 5월 28일 04시,토요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,18세,경상,,,,
2022052900100126,2022년 5월 29일 10시,일요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,기타불명,여,52세,경상,화물,남,38세,상해없음
2022053000100306,2022년 5월 30일 15시,월요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,이륜,남,21세,경상
2022053100100013,2022년 5월 31일 01시,화요일,경상남도 밀양시 하남읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,65세,경상,화물,남,33세,상해없음
2022053100100239,2022년 5월 31일 11시,화요일,경상남도 밀양시 내이동,부상신고사고,0,0,0,2,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,27세,상해없음,승용,여,70세,부상신고
2022060100100488,2022년 6월 1일 19시,수요일,경상남도 밀양시 가곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,원동기,남,52세,중상
2022060300100138,2022년 6월 3일 09시,금요일,경상남도 밀양시 무안면,중상사고,0,2,0,0,차대사람 - 횡단중,중앙선침범,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,보행자,남,79세,중상
2022060300100228,2022년 6월 3일 11시,금요일,경상남도 밀양시 상남면,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,85세,상해없음,보행자,남,77세,부상신고
2022060300100320,2022년 6월 3일 14시,금요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,자전거,남,38세,중상
2022060400100090,2022년 6월 4일 07시,토요일,경상남도 밀양시 용평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,60세,경상
2022060400100411,2022년 6월 4일 17시,토요일,경상남도 밀양시 산외면,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,남,19세,경상
2022060500100306,2022년 6월 5일 18시,일요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,62세,상해없음,승용,남,53세,경상
2022060500100417,2022년 6월 5일 22시,일요일,경상남도 밀양시 산외면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,48세,상해없음,승용,남,57세,경상
2022060600100138,2022년 6월 6일 11시,월요일,경상남도 밀양시 삼랑진읍,중상사고,0,2,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,54세,중상,화물,남,26세,중상
2022060700100406,2022년 6월 7일 17시,화요일,경상남도 밀양시 상남면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,이륜,남,41세,중상
2022060800100011,2022년 6월 8일 00시,수요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,남,36세,상해없음,보행자,남,48세,중상
2022060800100443,2022년 6월 8일 18시,수요일,경상남도 밀양시 가곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,10세,상해없음,자전거,남,9세,상해없음
2022060900100148,2022년 6월 9일 09시,목요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,75세,상해없음,승용,남,37세,경상
2022060900100199,2022년 6월 9일 11시,목요일,경상남도 밀양시 삼랑진읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,74세,상해없음,보행자,여,73세,중상
2022060900100429,2022년 6월 9일 18시,목요일,경상남도 밀양시 삼문동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,이륜,남,33세,부상신고
2022061000100343,2022년 6월 10일 15시,금요일,경상남도 밀양시 하남읍,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,보행자,여,69세,중상
2022061100100285,2022년 6월 11일 13시,토요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,여,29세,경상
2022061200100088,2022년 6월 12일 09시,일요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,남,55세,경상
2022061200100089,2022년 6월 12일 09시,일요일,경상남도 밀양시 무안면,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,이륜,남,86세,중상
2022061200100179,2022년 6월 12일 13시,일요일,경상남도 밀양시 내이동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,66세,상해없음,승용,남,34세,경상
2022061200100399,2022년 6월 12일 22시,일요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,53세,경상,승용,여,51세,상해없음
2022061300100161,2022년 6월 13일 10시,월요일,경상남도 밀양시 하남읍,경상사고,0,0,1,0,차대차 - 추돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,47세,상해없음,승용,여,61세,경상
2022061300100466,2022년 6월 13일 19시,월요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,64세,상해없음,원동기,남,50세,중상
2022061400100502,2022년 6월 14일 19시,화요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,61세,상해없음,이륜,남,17세,중상
2022061500100041,2022년 6월 15일 05시,수요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,31세,상해없음,원동기,남,59세,중상
2022061500100107,2022년 6월 15일 08시,수요일,경상남도 밀양시 부북면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,78세,상해없음,승용,여,61세,중상
2022061500100309,2022년 6월 15일 15시,수요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,35세,상해없음,자전거,남,86세,경상
2022061600100353,2022년 6월 16일 16시,목요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,남,45세,경상
2022061700100107,2022년 6월 17일 08시,금요일,경상남도 밀양시 삼문동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승합,남,59세,상해없음,자전거,여,71세,중상
2022061700100204,2022년 6월 17일 11시,금요일,경상남도 밀양시 내이동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,72세,상해없음,보행자,여,84세,부상신고
2022061700100512,2022년 6월 17일 19시,금요일,경상남도 밀양시 삼문동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,기타,맑음,교차로 - 교차로부근,이륜,남,21세,상해없음,이륜,남,36세,경상
2022061800100419,2022년 6월 18일 17시,토요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,이륜,남,37세,경상
2022061800100566,2022년 6월 18일 22시,토요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,승용,여,57세,경상
2022062000100312,2022년 6월 20일 13시,월요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,보행자,여,40세,경상
2022062000100608,2022년 6월 20일 23시,월요일,경상남도 밀양시 용평동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,남,34세,경상
2022062100100094,2022년 6월 21일 08시,화요일,경상남도 밀양시 내이동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,41세,경상,승용,여,29세,경상
2022062100100376,2022년 6월 21일 16시,화요일,경상남도 밀양시 초동면,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,여,46세,경상
2022062200100124,2022년 6월 22일 08시,수요일,경상남도 밀양시 초동면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,39세,상해없음,이륜,남,84세,중상
2022062300100075,2022년 6월 23일 07시,목요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,55세,상해없음,승용,여,49세,경상
2022062400100488,2022년 6월 24일 18시,금요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,이륜,남,33세,중상
2022062400100590,2022년 6월 24일 21시,금요일,경상남도 밀양시 하남읍,중상사고,0,2,0,0,차대차 - 정면충돌,중앙선침범,건조,흐림,단일로 - 기타,승용,남,50세,상해없음,승합,남,62세,중상
2022062500100567,2022년 6월 25일 20시,토요일,경상남도 밀양시 가곡동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,여,80세,중상
2022062700100023,2022년 6월 27일 02시,월요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,25세,중상,,,,
2022062700100366,2022년 6월 27일 16시,월요일,경상남도 밀양시 산외면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승용,남,60세,상해없음,승용,남,57세,중상
2022062800100157,2022년 6월 28일 10시,화요일,경상남도 밀양시 상남면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,55세,경상,승용,남,59세,상해없음
2022062800100350,2022년 6월 28일 16시,화요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,승합,남,53세,상해없음
2022062800100571,2022년 6월 28일 23시,화요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,43세,상해없음,이륜,남,57세,경상
2022062900100044,2022년 6월 29일 05시,수요일,경상남도 밀양시 가곡동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,60세,상해없음,승용,여,41세,경상
2022062900100103,2022년 6월 29일 08시,수요일,경상남도 밀양시 산내면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,24세,경상,화물,남,40세,경상
2022062900100295,2022년 6월 29일 14시,수요일,경상남도 밀양시 부북면,중상사고,0,2,0,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,승용,남,46세,중상
2022063000100447,2022년 6월 30일 18시,목요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,85세,경상,승용,여,49세,상해없음
2022070200100524,2022년 7월 2일 20시,토요일,경상남도 밀양시 내이동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,29세,상해없음,보행자,여,85세,사망
2022070400100017,2022년 7월 4일 03시,월요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,화물,남,39세,경상
2022070400100335,2022년 7월 4일 15시,월요일,경상남도 밀양시 내이동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,자전거,남,52세,부상신고
2022070500100109,2022년 7월 5일 08시,화요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,82세,경상,승용,여,65세,상해없음
2022070500100548,2022년 7월 5일 21시,화요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,49세,상해없음,승용,여,57세,중상
2022070500100585,2022년 7월 5일 23시,화요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,흐림,교차로 - 교차로부근,승용,남,58세,상해없음,승용,남,32세,경상
